block_date,n_swaps,simple_avg_next_bps,usd_weighted_next_bps,simple_avg_15s_bps,usd_weighted_15s_bps,total_usd,lp_pnl_next_dollar,lp_pnl_15s_dollar
2025-02-13,7776,4.347991969893908,0.64223246696733,4.2451293919608,0.4637203724508383,3.1420431598595524E8,19928.830154749736,14412.163064186734
2025-02-14,7652,3.3768349479984634,1.300762728243036,3.3487887384930217,1.0081153024344252,3.0951849415452E8,40358.8746442757,31305.332854663073
2025-02-15,4947,3.2431032155162822,-0.7952226805196204,3.142018605434172,-1.0157454147232363,1.0705754104047862E8,-8568.06209320608,-10920.167100884157
2025-02-16,4636,2.9964630755567154,-1.7202509609930479,2.8417901694124073,-1.6540670418793726,1.1839699687981664E8,-20420.400111414718,-19603.311592535447
2025-02-17,6631,1.8199288092519244,-2.5986093169005637,1.77742522602072,-2.406847485069657,4.2282981876985526E8,-111019.69883045503,-102810.62447938896
2025-02-18,8171,2.752893743962575,-1.0874504103147196,2.7070055288780392,-0.5954402450049081,4.1643504092857546E8,-44183.00944645221,-23576.369724037642
2025-02-19,6601,3.1743904860680643,1.440587105870477,3.0471759362654764,1.3702827875118753,2.2731168468586296E8,33279.76474474261,31739.13967804658
2025-02-20,5839,2.880732102207955,0.7598754273298826,2.7712518483175197,0.6926758569211876,2.18815394188899E8,20229.625251327525,18826.133688286154
2025-02-21,8285,2.884659109780523,0.4727624919440066,2.874975297749958,-0.6535189229933234,5.541673569051915E8,23756.222941911856,-37394.369738208945
2025-02-22,6361,3.3383910248347637,1.9605496893233343,3.2995240896639673,2.1001845993708255,2.802729593422519E8,53314.593288122676,57399.13656516926
2025-02-23,6254,3.3189390782772197,2.2582001085733086,3.3122445454130025,2.102096517200162,3.6167272027562284E8,81442.04644567039,75916.84866769225
2025-02-24,10157,1.9657303645201292,-2.3157543987600566,2.049393145420384,-1.6866951043427965,7.042549737395285E8,-160903.3773885122,-116115.69192788967
2025-02-25,11632,3.020168502223724,0.097101133830307,2.612101662123906,-0.004075163067224248,3.370006653217452E8,18767.407454924098,15282.896645303552
2025-02-26,8954,2.9080519473901654,2.337050213381382,2.972832565574063,2.1784594334529905,2.2962446948983777E8,65375.308366177545,61061.77114561398
2025-02-27,8471,4.787277192225989,2.4262590480382826,4.721503712055571,2.404223907467785,1.592533038573847E8,42876.53591751325,42453.319230955574
2025-02-28,13127,3.179709042725568,-0.9764326111817149,3.080733006108279,-1.440128844335797,7.634008016700506E8,-58925.92589266965,-93007.43418407234
2025-03-01,6478,2.5264164452234854,-0.8696013582987273,2.394150121072159,-0.7334920550617656,1.9605307817086378E8,-15742.653499252221,-13143.887266342199
2025-03-02,8703,3.3183096184556837,-1.8280824535401214,2.949732467410494,-3.1276249001160727,3.826287919456195E8,-78559.23674281026,-130367.63912900588
