usd_amount,markout_bps
1290.0722,0.593754
154.0114,0.098383
75.6642,1.317178
76.8836,4.528748
5.4132,0.941680
498.6782,1.460290
932.4259,0.014557
1472.3130,1.866055
184.3571,1.944550
194.9914,0.014776
348.9840,3.657603
702.0423,-19.885843
299.7666,0.725600
1287.1450,0.447269
7.8223,-2.270429
2293.8368,4.081501
177.9247,0.185682
69.3596,6.247627
11.0214,4.290602
10.4495,0.209105
1207.8771,0.057466
6855.6375,0.002511
40.9051,1.940575
56.7278,3.622106
0.9999,-2.865154
78727.2666,15.478246
2.4999,-8.544142
114.2452,-8.538572
47.8752,7.797300
854.8650,15.522710
232.2054,1.725076
4767.3436,-1.657757
60.9616,-1.426708
50.0000,-2.913824
88.0080,0.011922
141.3001,-4.743075
1.9725,-4.736227
1909.9339,-0.754674
3498.9672,-1.943972
2244.4097,-1.669632
1497.8681,14.800339
2966.3324,-9.727236
496.1418,-2.848746
0.0635,4.936325
163.6855,29.094369
99.8577,-2.094668
6586.3987,-10.444534
9.9569,-12.032889
242.0777,-13.975121
1.9974,12.283123
643.2038,-2.014460
497.0620,5.854385
65.0111,4.261247
0.2283,8.187998
89.1874,-13.845833
17.5839,3.209497
249.1898,7.197664
267.5400,-11.039828
104.3911,8.785885
82.4309,3.366851
0.2000,-12.834551
651.0992,7.960092
1663.7327,-5.703925
74.9272,4.210575
14.1861,1.673076
110.6857,0.083459
1506.9316,-8.378940
200.4772,-1.370161
1.7497,0.747291
947.8871,-5.460801
2194.5925,9.576087
13.8225,3.870124
3632.5316,4.167731
16822.7913,5.780359
11800.6738,-5.599131
966.3192,2.424357
2000.2416,5.492877
1248.1631,-1.146798
8.0003,1.349768
7.5423,1.350603
2605.0437,2.302256
364.0600,4.816654
1.1779,1.250823
24.8551,1.251873
228.8498,-7.188854
49.7818,-3.296301
0.1686,0.946959
200.0855,1.726716
409.1854,-9.453392
3330.1636,7.631245
22.2493,-2.875630
1131.6517,-0.063344
1.8931,-1.482309
11.0323,1.037884
9.8989,-5.672930
7331.8809,-16.388217
3.8242,-9.050749
52.9866,7.957026
1206.9670,-0.076737
76.6151,-0.874934
717.3779,-0.837243
225.7401,-0.782795
907.6890,-0.726268
199.3050,3.844159
766.8090,3.890167
4731.7173,2.469816
31.7581,2.696688
